,Gene_stable_ID,Gene_stable_ID_version,Gene_name,Display_name,ENSP
5436,ENSG00000152818,ENSG00000152818.18,UTRN,UTRN,ENSP00000356515
5437,ENSG00000152904,ENSG00000152904.11,GGPS1,GGPS1,ENSP00000282841
5438,ENSG00000152926,ENSG00000152926.15,ZNF117,ZNF117,ENSP00000282869
5439,ENSG00000152942,ENSG00000152942.19,RAD17,RAD17,ENSP00000426191
5440,ENSG00000152944,ENSG00000152944.9,MED21,MED21,ENSP00000282892
5441,ENSG00000153006,ENSG00000153006.16,SREK1IP1,SREK1IP1,ENSP00000427401
5442,ENSG00000153015,ENSG00000153015.16,CWC27,CWC27,ENSP00000370460
5443,ENSG00000153029,ENSG00000153029.16,MR1,MR1,ENSP00000477563
5444,ENSG00000153037,ENSG00000153037.15,SRP19,SRP19,ENSP00000424870
5445,ENSG00000153044,ENSG00000153044.10,CENPH,CENPH,ENSP00000283006
5446,ENSG00000153046,ENSG00000153046.18,CDYL,CDYL,ENSP00000380718
5447,ENSG00000153048,ENSG00000153048.11,CARHSP1,CARHSP1,ENSP00000379838
5448,ENSG00000153066,ENSG00000153066.13,TXNDC11,TXNDC11,ENSP00000283033
5449,ENSG00000153094,ENSG00000153094.24,BCL2L11,BCL2L11,ENSP00000376943
5450,ENSG00000153107,ENSG00000153107.13,ANAPC1,ANAPC1,ENSP00000339109
5451,ENSG00000153113,ENSG00000153113.24,CAST,CAST,ENSP00000379157
5452,ENSG00000153130,ENSG00000153130.18,SCOC,SCOC,ENSP00000477352
5453,ENSG00000153140,ENSG00000153140.9,CETN3,CETN3,ENSP00000428259
5454,ENSG00000153147,ENSG00000153147.6,SMARCA5,SMARCA5,ENSP00000283131
5455,ENSG00000153179,ENSG00000153179.13,RASSF3,RASSF3,ENSP00000443021
5456,ENSG00000153187,ENSG00000153187.20,HNRNPU,HNRNPU,ENSP00000283179
5457,ENSG00000153201,ENSG00000153201.16,RANBP2,RANBP2,ENSP00000283195
5458,ENSG00000153207,ENSG00000153207.16,AHCTF1,AHCTF1,ENSP00000355465
5459,ENSG00000153214,ENSG00000153214.11,TMEM87B,TMEM87B,ENSP00000283206
5460,ENSG00000153234,ENSG00000153234.15,NR4A2,NR4A2,ENSP00000344479
5461,ENSG00000153250,ENSG00000153250.20,RBMS1,RBMS1,ENSP00000294904
5462,ENSG00000153317,ENSG00000153317.15,ASAP1,ASAP1,ENSP00000429900
5463,ENSG00000153339,ENSG00000153339.15,TRAPPC8,TRAPPC8,ENSP00000283351
5464,ENSG00000153391,ENSG00000153391.16,INO80C,INO80C,ENSP00000391457
5465,ENSG00000153395,ENSG00000153395.10,LPCAT1,LPCAT1,ENSP00000283415
5466,ENSG00000153406,ENSG00000153406.14,NMRAL1,NMRAL1,ENSP00000458762
5467,ENSG00000153443,ENSG00000153443.13,UBALD1,UBALD1,ENSP00000283474
5468,ENSG00000153485,ENSG00000153485.6,TMEM251,TMEM251,ENSP00000388431
5469,ENSG00000153487,ENSG00000153487.13,ING1,ING1,ENSP00000364929
5470,ENSG00000153551,ENSG00000153551.14,CMTM7,CMTM7,ENSP00000335605
5471,ENSG00000153560,ENSG00000153560.12,UBP1,UBP1,ENSP00000283629
5472,ENSG00000153561,ENSG00000153561.13,RMND5A,RMND5A,ENSP00000283632
5473,ENSG00000153574,ENSG00000153574.9,RPIA,RPIA,ENSP00000283646
5474,ENSG00000153767,ENSG00000153767.10,GTF2E1,GTF2E1,ENSP00000283875
5475,ENSG00000153774,ENSG00000153774.9,CFDP1,CFDP1,ENSP00000283882
5476,ENSG00000153786,ENSG00000153786.13,ZDHHC7,ZDHHC7,ENSP00000456782
5477,ENSG00000153790,ENSG00000153790.12,C7orf31,C7orf31,ENSP00000386604
5478,ENSG00000153814,ENSG00000153814.13,JAZF1,JAZF1,ENSP00000283928
5479,ENSG00000153815,ENSG00000153815.17,CMIP,CMIP,ENSP00000446100
5480,ENSG00000153827,ENSG00000153827.14,TRIP12,TRIP12,ENSP00000373696
5481,ENSG00000153832,ENSG00000153832.12,FBXO36,FBXO36,ENSP00000283946
5482,ENSG00000153879,ENSG00000153879.9,CEBPG,CEBPG,ENSP00000284000
5483,ENSG00000153896,ENSG00000153896.19,ZNF599,ZNF599,ENSP00000333802
5484,ENSG00000153898,ENSG00000153898.13,MCOLN2,MCOLN2,ENSP00000359640
5485,ENSG00000153914,ENSG00000153914.16,SREK1,SREK1,ENSP00000334538
5486,ENSG00000153922,ENSG00000153922.11,CHD1,CHD1,ENSP00000483667
5487,ENSG00000153933,ENSG00000153933.10,DGKE,DGKE,ENSP00000284061
5488,ENSG00000153936,ENSG00000153936.17,HS2ST1,HS2ST1,ENSP00000359581
5489,ENSG00000153944,ENSG00000153944.12,MSI2,MSI2,ENSP00000284073
5490,ENSG00000153982,ENSG00000153982.11,GDPD1,GDPD1,ENSP00000284116
5491,ENSG00000153989,ENSG00000153989.8,NUS1,NUS1,ENSP00000357480
5492,ENSG00000154001,ENSG00000154001.14,PPP2R5E,PPP2R5E,ENSP00000337641
5493,ENSG00000154016,ENSG00000154016.14,GRAP,GRAP,ENSP00000284154
5494,ENSG00000154059,ENSG00000154059.11,IMPACT,IMPACT,ENSP00000284202
5495,ENSG00000154102,ENSG00000154102.11,C16orf74,C16orf74,ENSP00000284245
5496,ENSG00000154114,ENSG00000154114.13,TBCEL,TBCEL,ENSP00000403925
5497,ENSG00000154122,ENSG00000154122.14,ANKH,ANKH,ENSP00000284268
5498,ENSG00000154124,ENSG00000154124.5,OTULIN,OTULIN,ENSP00000284274
5499,ENSG00000154127,ENSG00000154127.10,UBASH3B,UBASH3B,ENSP00000284273
5500,ENSG00000154134,ENSG00000154134.15,ROBO3,ROBO3,ENSP00000380903
5501,ENSG00000154144,ENSG00000154144.13,TBRG1,TBRG1,ENSP00000409016
5502,ENSG00000154146,ENSG00000154146.13,NRGN,NRGN,ENSP00000284292
5503,ENSG00000154217,ENSG00000154217.15,PITPNC1,PITPNC1,ENSP00000464006
5504,ENSG00000154222,ENSG00000154222.15,CC2D1B,CC2D1B,ENSP00000360642
5505,ENSG00000154229,ENSG00000154229.12,PRKCA,PRKCA,ENSP00000408695
5506,ENSG00000154265,ENSG00000154265.16,ABCA5,ABCA5,ENSP00000376443
5507,ENSG00000154305,ENSG00000154305.18,MIA3,MIA3,ENSP00000340900
5508,ENSG00000154309,ENSG00000154309.9,DISP1,DISP1,ENSP00000284476
5509,ENSG00000154310,ENSG00000154310.17,TNIK,TNIK,ENSP00000399511
5510,ENSG00000154328,ENSG00000154328.16,NEIL2,NEIL2,ENSP00000284503
5511,ENSG00000154358,ENSG00000154358.23,OBSCN,OBSCN,ENSP00000455507
5512,ENSG00000154359,ENSG00000154359.13,LONRF1,LONRF1,ENSP00000381298
5513,ENSG00000154370,ENSG00000154370.16,TRIM11,TRIM11,ENSP00000284551
5514,ENSG00000154429,ENSG00000154429.11,CCSAP,CCSAP,ENSP00000284617
5515,ENSG00000154451,ENSG00000154451.14,GBP5,GBP5,ENSP00000359488
5516,ENSG00000154473,ENSG00000154473.18,BUB3,BUB3,ENSP00000357858
5517,ENSG00000154589,ENSG00000154589.7,LY96,LY96,ENSP00000284818
5518,ENSG00000154640,ENSG00000154640.15,BTG3,BTG3,ENSP00000344609
5519,ENSG00000154642,ENSG00000154642.11,C21orf91,C21orf91,ENSP00000284881
5520,ENSG00000154710,ENSG00000154710.18,RABGEF1,RABGEF1,ENSP00000370208
5521,ENSG00000154719,ENSG00000154719.14,MRPL39,MRPL39,ENSP00000305682
5522,ENSG00000154727,ENSG00000154727.11,GABPA,GABPA,ENSP00000346886
5523,ENSG00000154743,ENSG00000154743.19,TSEN2,TSEN2,ENSP00000284995
5524,ENSG00000154760,ENSG00000154760.14,SLFN13,SLFN13,ENSP00000285013
5525,ENSG00000154767,ENSG00000154767.15,XPC,XPC,ENSP00000285021
5526,ENSG00000154781,ENSG00000154781.16,CCDC174,CCDC174,ENSP00000373304
5527,ENSG00000154803,ENSG00000154803.13,FLCN,FLCN,ENSP00000285071
5528,ENSG00000154813,ENSG00000154813.10,DPH3,DPH3,ENSP00000419599
5529,ENSG00000154814,ENSG00000154814.14,OXNAD1,OXNAD1,ENSP00000285083
5530,ENSG00000154822,ENSG00000154822.18,PLCL2,PLCL2,ENSP00000478458
5531,ENSG00000154832,ENSG00000154832.16,CXXC1,CXXC1,ENSP00000390475
5532,ENSG00000154845,ENSG00000154845.16,PPP4R1,PPP4R1,ENSP00000383402
5533,ENSG00000154889,ENSG00000154889.17,MPPE1,MPPE1,ENSP00000465894
5534,ENSG00000154930,ENSG00000154930.15,ACSS1,ACSS1,ENSP00000316924
5535,ENSG00000154945,ENSG00000154945.7,ANKRD40,ANKRD40,ENSP00000285243
5536,ENSG00000154957,ENSG00000154957.14,ZNF18,ZNF18,ENSP00000315664
5537,ENSG00000154978,ENSG00000154978.13,VOPP1,VOPP1,ENSP00000285279
5538,ENSG00000155008,ENSG00000155008.15,APOOL,APOOL,ENSP00000362268
5539,ENSG00000155016,ENSG00000155016.18,CYP2U1,CYP2U1,ENSP00000333212
5540,ENSG00000155034,ENSG00000155034.19,FBXL18,FBXL18,ENSP00000371805
5541,ENSG00000155090,ENSG00000155090.15,KLF10,KLF10,ENSP00000285407
5542,ENSG00000155093,ENSG00000155093.19,PTPRN2,PTPRN2,ENSP00000374069
5543,ENSG00000155096,ENSG00000155096.15,AZIN1,AZIN1,ENSP00000337180
5544,ENSG00000155097,ENSG00000155097.12,ATP6V1C1,ATP6V1C1,ENSP00000379203
5545,ENSG00000155100,ENSG00000155100.11,OTUD6B,OTUD6B,ENSP00000285420
5546,ENSG00000155111,ENSG00000155111.15,CDK19,CDK19,ENSP00000357907
5547,ENSG00000155115,ENSG00000155115.7,GTF3C6,GTF3C6,ENSP00000357863
5548,ENSG00000155158,ENSG00000155158.20,TTC39B,TTC39B,ENSP00000422496
5549,ENSG00000155189,ENSG00000155189.12,AGPAT5,AGPAT5,ENSP00000285518
5550,ENSG00000155229,ENSG00000155229.21,MMS19,MMS19,ENSP00000412698
5551,ENSG00000155252,ENSG00000155252.13,PI4K2A,PI4K2A,ENSP00000359665
5552,ENSG00000155256,ENSG00000155256.18,ZFYVE27,ZFYVE27,ENSP00000377282
5553,ENSG00000155275,ENSG00000155275.19,TRMT44,TRMT44,ENSP00000374387
5554,ENSG00000155287,ENSG00000155287.11,SLC25A28,SLC25A28,ENSP00000359526
5555,ENSG00000155304,ENSG00000155304.6,HSPA13,HSPA13,ENSP00000285667
5556,ENSG00000155307,ENSG00000155307.19,SAMSN1,SAMSN1,ENSP00000285670
5557,ENSG00000155313,ENSG00000155313.16,USP25,USP25,ENSP00000383044
5558,ENSG00000155329,ENSG00000155329.12,ZCCHC10,ZCCHC10,ENSP00000423276
5559,ENSG00000155330,ENSG00000155330.10,C16orf87,C16orf87,ENSP00000285697
5560,ENSG00000155363,ENSG00000155363.18,MOV10,MOV10,ENSP00000399797
5561,ENSG00000155366,ENSG00000155366.17,RHOC,RHOC,ENSP00000285735
5562,ENSG00000155368,ENSG00000155368.17,DBI,DBI,ENSP00000439012
5563,ENSG00000155380,ENSG00000155380.13,SLC16A1,SLC16A1,ENSP00000441065
5564,ENSG00000155393,ENSG00000155393.13,HEATR3,HEATR3,ENSP00000299192
5565,ENSG00000155438,ENSG00000155438.12,NIFK,NIFK,ENSP00000285814
5566,ENSG00000155463,ENSG00000155463.14,OXA1L,OXA1L,ENSP00000483491
5567,ENSG00000155506,ENSG00000155506.18,LARP1,LARP1,ENSP00000336721
5568,ENSG00000155508,ENSG00000155508.14,CNOT8,CNOT8,ENSP00000430493
5569,ENSG00000155542,ENSG00000155542.12,SETD9,SETD9,ENSP00000285947
5570,ENSG00000155545,ENSG00000155545.20,MIER3,MIER3,ENSP00000370596
5571,ENSG00000155561,ENSG00000155561.15,NUP205,NUP205,ENSP00000285968
5572,ENSG00000155592,ENSG00000155592.16,ZKSCAN2,ZKSCAN2,ENSP00000331626
5573,ENSG00000155621,ENSG00000155621.15,C9orf85,C9orf85,ENSP00000334289
5574,ENSG00000155629,ENSG00000155629.15,PIK3AP1,PIK3AP1,ENSP00000339826
5575,ENSG00000155636,ENSG00000155636.15,RBM45,RBM45,ENSP00000286070
5576,ENSG00000155657,ENSG00000155657.28,TTN,TTN,ENSP00000467141
5577,ENSG00000155660,ENSG00000155660.11,PDIA4,PDIA4,ENSP00000286091
5578,ENSG00000155666,ENSG00000155666.12,KDM8,KDM8,ENSP00000398410
5579,ENSG00000155729,ENSG00000155729.13,KCTD18,KCTD18,ENSP00000352941
5580,ENSG00000155744,ENSG00000155744.10,FAM126B,FAM126B,ENSP00000393667
5581,ENSG00000155755,ENSG00000155755.19,TMEM237,TMEM237,ENSP00000386264
5582,ENSG00000155792,ENSG00000155792.10,DEPTOR,DEPTOR,ENSP00000286234
5583,ENSG00000155827,ENSG00000155827.12,RNF20,RNF20,ENSP00000373772
5584,ENSG00000155846,ENSG00000155846.17,PPARGC1B,PPARGC1B,ENSP00000312649
5585,ENSG00000155849,ENSG00000155849.16,ELMO1,ELMO1,ENSP00000312185
5586,ENSG00000155850,ENSG00000155850.8,SLC26A2,SLC26A2,ENSP00000286298
5587,ENSG00000155868,ENSG00000155868.8,MED7,MED7,ENSP00000286317
5588,ENSG00000155876,ENSG00000155876.6,RRAGA,RRAGA,ENSP00000369899
5589,ENSG00000155893,ENSG00000155893.13,PXYLP1,PXYLP1,ENSP00000286353
5590,ENSG00000155903,ENSG00000155903.13,RASA2,RASA2,ENSP00000286364
5591,ENSG00000155906,ENSG00000155906.20,RMND1,RMND1,ENSP00000356272
5592,ENSG00000155926,ENSG00000155926.14,SLA,SLA,ENSP00000394049
5593,ENSG00000155957,ENSG00000155957.18,TMBIM4,TMBIM4,ENSP00000286424
5594,ENSG00000155959,ENSG00000155959.12,VBP1,VBP1,ENSP00000286428
5595,ENSG00000155961,ENSG00000155961.5,RAB39B,RAB39B,ENSP00000358466
5596,ENSG00000155975,ENSG00000155975.10,VPS37A,VPS37A,ENSP00000318629
5597,ENSG00000156026,ENSG00000156026.14,MCU,MCU,ENSP00000362144
5598,ENSG00000156050,ENSG00000156050.10,FAM161B,FAM161B,ENSP00000286544
5599,ENSG00000156110,ENSG00000156110.15,ADK,ADK,ENSP00000286621
5600,ENSG00000156127,ENSG00000156127.8,BATF,BATF,ENSP00000286639
5601,ENSG00000156136,ENSG00000156136.10,DCK,DCK,ENSP00000286648
5602,ENSG00000156162,ENSG00000156162.16,DPY19L4,DPY19L4,ENSP00000389630
5603,ENSG00000156170,ENSG00000156170.13,NDUFAF6,NDUFAF6,ENSP00000379430
5604,ENSG00000156171,ENSG00000156171.15,DRAM2,DRAM2,ENSP00000286692
5605,ENSG00000156172,ENSG00000156172.6,C8orf37,C8orf37,ENSP00000286688
5606,ENSG00000156232,ENSG00000156232.7,WHAMM,WHAMM,ENSP00000286760
5607,ENSG00000156239,ENSG00000156239.12,N6AMT1,N6AMT1,ENSP00000303584
5608,ENSG00000156253,ENSG00000156253.7,RWDD2B,RWDD2B,ENSP00000418693
5609,ENSG00000156256,ENSG00000156256.15,USP16,USP16,ENSP00000334808
5610,ENSG00000156261,ENSG00000156261.13,CCT8,CCT8,ENSP00000286788
5611,ENSG00000156265,ENSG00000156265.16,MAP3K7CL,MAP3K7CL,ENSP00000382828
5612,ENSG00000156273,ENSG00000156273.16,BACH1,BACH1,ENSP00000382805
5613,ENSG00000156304,ENSG00000156304.15,SCAF4,SCAF4,ENSP00000286835
5614,ENSG00000156313,ENSG00000156313.15,RPGR,RPGR,ENSP00000367766
5615,ENSG00000156345,ENSG00000156345.18,CDK20,CDK20,ENSP00000322343
5616,ENSG00000156374,ENSG00000156374.16,PCGF6,PCGF6,ENSP00000358862
5617,ENSG00000156381,ENSG00000156381.9,ANKRD9,ANKRD9,ENSP00000286918
5618,ENSG00000156384,ENSG00000156384.15,SFR1,SFR1,ENSP00000358742
5619,ENSG00000156398,ENSG00000156398.13,SFXN2,SFXN2,ENSP00000358909
5620,ENSG00000156467,ENSG00000156467.10,UQCRB,UQCRB,ENSP00000430494
5621,ENSG00000156469,ENSG00000156469.9,MTERF3,MTERF3,ENSP00000287025
5622,ENSG00000156471,ENSG00000156471.13,PTDSS1,PTDSS1,ENSP00000430548
5623,ENSG00000156502,ENSG00000156502.14,SUPV3L1,SUPV3L1,ENSP00000352678
5624,ENSG00000156515,ENSG00000156515.24,HK1,HK1,ENSP00000402103
5625,ENSG00000156521,ENSG00000156521.14,TYSND1,TYSND1,ENSP00000287078
5626,ENSG00000156531,ENSG00000156531.17,PHF6,PHF6,ENSP00000329097
5627,ENSG00000156587,ENSG00000156587.16,UBE2L6,UBE2L6,ENSP00000287156
5628,ENSG00000156599,ENSG00000156599.11,ZDHHC5,ZDHHC5,ENSP00000287169
5629,ENSG00000156603,ENSG00000156603.19,MED19,MED19,ENSP00000337340
5630,ENSG00000156639,ENSG00000156639.12,ZFAND3,ZFAND3,ENSP00000287218
5631,ENSG00000156642,ENSG00000156642.17,NPTN,NPTN,ENSP00000290401
5632,ENSG00000156650,ENSG00000156650.14,KAT6B,KAT6B,ENSP00000287239
5633,ENSG00000156671,ENSG00000156671.15,SAMD8,SAMD8,ENSP00000438042
5634,ENSG00000156675,ENSG00000156675.16,RAB11FIP1,RAB11FIP1,ENSP00000331342
5635,ENSG00000156697,ENSG00000156697.13,UTP14A,UTP14A,ENSP00000377944
5636,ENSG00000156709,ENSG00000156709.15,AIFM1,AIFM1,ENSP00000287295
5637,ENSG00000156711,ENSG00000156711.17,MAPK13,MAPK13,ENSP00000211287
5638,ENSG00000156735,ENSG00000156735.11,BAG4,BAG4,ENSP00000287322
5639,ENSG00000156787,ENSG00000156787.17,TBC1D31,TBC1D31,ENSP00000287380
5640,ENSG00000156802,ENSG00000156802.13,ATAD2,ATAD2,ENSP00000287394
5641,ENSG00000156804,ENSG00000156804.7,FBXO32,FBXO32,ENSP00000428205
5642,ENSG00000156831,ENSG00000156831.8,NSMCE2,NSMCE2,ENSP00000287437
5643,ENSG00000156853,ENSG00000156853.13,ZNF689,ZNF689,ENSP00000287461
5644,ENSG00000156858,ENSG00000156858.12,PRR14,PRR14,ENSP00000441641
5645,ENSG00000156860,ENSG00000156860.16,FBRS,FBRS,ENSP00000348489
5646,ENSG00000156873,ENSG00000156873.16,PHKG2,PHKG2,ENSP00000455607
5647,ENSG00000156876,ENSG00000156876.10,SASS6,SASS6,ENSP00000287482
5648,ENSG00000156928,ENSG00000156928.5,MALSU1,MALSU1,ENSP00000419370
5649,ENSG00000156931,ENSG00000156931.16,VPS8,VPS8,ENSP00000404704
5650,ENSG00000156958,ENSG00000156958.15,GALK2,GALK2,ENSP00000453129
5651,ENSG00000156973,ENSG00000156973.14,PDE6D,PDE6D,ENSP00000287600
5652,ENSG00000156983,ENSG00000156983.17,BRPF1,BRPF1,ENSP00000373340
5653,ENSG00000156990,ENSG00000156990.14,RPUSD3,RPUSD3,ENSP00000373331
5654,ENSG00000157014,ENSG00000157014.11,TATDN2,TATDN2,ENSP00000287652
5655,ENSG00000157017,ENSG00000157017.16,GHRL,GHRL,ENSP00000335074
5656,ENSG00000157020,ENSG00000157020.18,SEC13,SEC13,ENSP00000373312
5657,ENSG00000157036,ENSG00000157036.13,EXOG,EXOG,ENSP00000287675
5658,ENSG00000157045,ENSG00000157045.9,NTAN1,NTAN1,ENSP00000287706
5659,ENSG00000157106,ENSG00000157106.17,SMG1,SMG1,ENSP00000402515
5660,ENSG00000157184,ENSG00000157184.7,CPT2,CPT2,ENSP00000360541
5661,ENSG00000157191,ENSG00000157191.20,NECAP2,NECAP2,ENSP00000391942
5662,ENSG00000157193,ENSG00000157193.18,LRP8,LRP8,ENSP00000303634
5663,ENSG00000157212,ENSG00000157212.19,PAXIP1,PAXIP1,ENSP00000384048
5664,ENSG00000157216,ENSG00000157216.16,SSBP3,SSBP3,ENSP00000360371
5665,ENSG00000157259,ENSG00000157259.8,GATAD1,GATAD1,ENSP00000287957
5666,ENSG00000157303,ENSG00000157303.11,SUSD3,SUSD3,ENSP00000364621
5667,ENSG00000157326,ENSG00000157326.19,DHRS4,DHRS4,ENSP00000326219
5668,ENSG00000157349,ENSG00000157349.17,DDX19B,DDX19B,ENSP00000288071
5669,ENSG00000157350,ENSG00000157350.13,ST3GAL2,ST3GAL2,ENSP00000377257
5670,ENSG00000157379,ENSG00000157379.14,DHRS1,DHRS1,ENSP00000288111
5671,ENSG00000157426,ENSG00000157426.14,AASDH,AASDH,ENSP00000205214
5672,ENSG00000157450,ENSG00000157450.16,RNF111,RNF111,ENSP00000453872
5673,ENSG00000157500,ENSG00000157500.12,APPL1,APPL1,ENSP00000288266
5674,ENSG00000157540,ENSG00000157540.22,DYRK1A,DYRK1A,ENSP00000381932
5675,ENSG00000157557,ENSG00000157557.13,ETS2,ETS2,ENSP00000353344
5676,ENSG00000157570,ENSG00000157570.12,TSPAN18,TSPAN18,ENSP00000339820
5677,ENSG00000157593,ENSG00000157593.19,SLC35B2,SLC35B2,ENSP00000377401
5678,ENSG00000157600,ENSG00000157600.12,TMEM164,TMEM164,ENSP00000361143
5679,ENSG00000157601,ENSG00000157601.15,MX1,MX1,ENSP00000381601
5680,ENSG00000157617,ENSG00000157617.17,C2CD2,C2CD2,ENSP00000369853
5681,ENSG00000157625,ENSG00000157625.15,TAB3,TAB3,ENSP00000368215
5682,ENSG00000157637,ENSG00000157637.13,SLC38A10,SLC38A10,ENSP00000363891
5683,ENSG00000157657,ENSG00000157657.14,ZNF618,ZNF618,ENSP00000288466
5684,ENSG00000157734,ENSG00000157734.14,SNX22,SNX22,ENSP00000323435
5685,ENSG00000157741,ENSG00000157741.15,UBN2,UBN2,ENSP00000418648
5686,ENSG00000157764,ENSG00000157764.14,BRAF,BRAF,ENSP00000288602
5687,ENSG00000157778,ENSG00000157778.9,PSMG3,PSMG3,ENSP00000288607
5688,ENSG00000157796,ENSG00000157796.18,WDR19,WDR19,ENSP00000382717
5689,ENSG00000157800,ENSG00000157800.18,SLC37A3,SLC37A3,ENSP00000321498
5690,ENSG00000157823,ENSG00000157823.17,AP3S2,AP3S2,ENSP00000338777
5691,ENSG00000157837,ENSG00000157837.16,SPPL3,SPPL3,ENSP00000288680
5692,ENSG00000157869,ENSG00000157869.16,RAB28,RAB28,ENSP00000328551
5693,ENSG00000157873,ENSG00000157873.18,TNFRSF14,TNFRSF14,ENSP00000347948
5694,ENSG00000157881,ENSG00000157881.16,PANK4,PANK4,ENSP00000367727
5695,ENSG00000157895,ENSG00000157895.11,C12orf43,C12orf43,ENSP00000437803
5696,ENSG00000157911,ENSG00000157911.11,PEX10,PEX10,ENSP00000288774
5697,ENSG00000157916,ENSG00000157916.20,RER1,RER1,ENSP00000475168
5698,ENSG00000157933,ENSG00000157933.10,SKI,SKI,ENSP00000367797
5699,ENSG00000157954,ENSG00000157954.15,WIPI2,WIPI2,ENSP00000288828
5700,ENSG00000157978,ENSG00000157978.12,LDLRAP1,LDLRAP1,ENSP00000363458
5701,ENSG00000158006,ENSG00000158006.14,PAFAH2,PAFAH2,ENSP00000363400
5702,ENSG00000158042,ENSG00000158042.9,MRPL17,MRPL17,ENSP00000288937
5703,ENSG00000158050,ENSG00000158050.5,DUSP2,DUSP2,ENSP00000288943
5704,ENSG00000158062,ENSG00000158062.20,UBXN11,UBXN11,ENSP00000363339
5705,ENSG00000158079,ENSG00000158079.16,PTPDC1,PTPDC1,ENSP00000477817
5706,ENSG00000158092,ENSG00000158092.7,NCK1,NCK1,ENSP00000417273
5707,ENSG00000158106,ENSG00000158106.14,RHPN1,RHPN1,ENSP00000289013
5708,ENSG00000158109,ENSG00000158109.15,TPRG1L,TPRG1L,ENSP00000367595
5709,ENSG00000158156,ENSG00000158156.9,XKR8,XKR8,ENSP00000362991
5710,ENSG00000158158,ENSG00000158158.12,CNNM4,CNNM4,ENSP00000366275
5711,ENSG00000158161,ENSG00000158161.16,EYA3,EYA3,ENSP00000362978
5712,ENSG00000158169,ENSG00000158169.13,FANCC,FANCC,ENSP00000289081
5713,ENSG00000158195,ENSG00000158195.11,WASF2,WASF2,ENSP00000483313
5714,ENSG00000158201,ENSG00000158201.10,ABHD3,ABHD3,ENSP00000289119
5715,ENSG00000158234,ENSG00000158234.12,FAIM,FAIM,ENSP00000342805
5716,ENSG00000158290,ENSG00000158290.19,CUL4B,CUL4B,ENSP00000384109
5717,ENSG00000158321,ENSG00000158321.18,AUTS2,AUTS2,ENSP00000344087
5718,ENSG00000158411,ENSG00000158411.11,MITD1,MITD1,ENSP00000289359
5719,ENSG00000158417,ENSG00000158417.11,EIF5B,EIF5B,ENSP00000289371
5720,ENSG00000158435,ENSG00000158435.8,CNOT11,CNOT11,ENSP00000289382
5721,ENSG00000158457,ENSG00000158457.6,TSPAN33,TSPAN33,ENSP00000483872
5722,ENSG00000158467,ENSG00000158467.16,AHCYL2,AHCYL2,ENSP00000315931
5723,ENSG00000158470,ENSG00000158470.5,B4GALT5,B4GALT5,ENSP00000360776
5724,ENSG00000158480,ENSG00000158480.11,SPATA2,SPATA2,ENSP00000416799
5725,ENSG00000158517,ENSG00000158517.15,NCF1,NCF1,ENSP00000289473
5726,ENSG00000158526,ENSG00000158526.8,TSR2,TSR2,ENSP00000364293
5727,ENSG00000158545,ENSG00000158545.16,ZC3H18,ZC3H18,ENSP00000416951
5728,ENSG00000158552,ENSG00000158552.13,ZFAND2B,ZFAND2B,ENSP00000289528
5729,ENSG00000158555,ENSG00000158555.15,GDPD5,GDPD5,ENSP00000337972
5730,ENSG00000158604,ENSG00000158604.15,TMED4,TMED4,ENSP00000404042
5731,ENSG00000158615,ENSG00000158615.9,PPP1R15B,PPP1R15B,ENSP00000356156
5732,ENSG00000158623,ENSG00000158623.14,COPG2,COPG2,ENSP00000402346
5733,ENSG00000158691,ENSG00000158691.15,ZSCAN12,ZSCAN12,ENSP00000354305
5734,ENSG00000158710,ENSG00000158710.15,TAGLN2,TAGLN2,ENSP00000357076
5735,ENSG00000158711,ENSG00000158711.14,ELK4,ELK4,ENSP00000350681
5736,ENSG00000158716,ENSG00000158716.9,DUSP23,DUSP23,ENSP00000357087
5737,ENSG00000158717,ENSG00000158717.11,RNF166,RNF166,ENSP00000326095
5738,ENSG00000158769,ENSG00000158769.18,F11R,F11R,ENSP00000357005
5739,ENSG00000158773,ENSG00000158773.14,USF1,USF1,ENSP00000357000
5740,ENSG00000158792,ENSG00000158792.16,SPATA2L,SPATA2L,ENSP00000289805
5741,ENSG00000158793,ENSG00000158793.14,NIT1,NIT1,ENSP00000356988
5742,ENSG00000158796,ENSG00000158796.17,DEDD,DEDD,ENSP00000356985
5743,ENSG00000158805,ENSG00000158805.12,ZNF276,ZNF276,ENSP00000415836
5744,ENSG00000158806,ENSG00000158806.14,NPM2,NPM2,ENSP00000381032
5745,ENSG00000158828,ENSG00000158828.8,PINK1,PINK1,ENSP00000364204
5746,ENSG00000158850,ENSG00000158850.15,B4GALT3,B4GALT3,ENSP00000480428
5747,ENSG00000158863,ENSG00000158863.22,FAM160B2,FAM160B2,ENSP00000289921
5748,ENSG00000158864,ENSG00000158864.13,NDUFS2,NDUFS2,ENSP00000356972
5749,ENSG00000158869,ENSG00000158869.11,FCER1G,FCER1G,ENSP00000289902
5750,ENSG00000158882,ENSG00000158882.15,TOMM40L,TOMM40L,ENSP00000356967
5751,ENSG00000158887,ENSG00000158887.19,MPZ,MPZ,ENSP00000432943
5752,ENSG00000158941,ENSG00000158941.16,CCAR2,CCAR2,ENSP00000310670
5753,ENSG00000158985,ENSG00000158985.14,CDC42SE2,CDC42SE2,ENSP00000427421
